icao,iata,name,lat,lon,elev,tz,name_ext,city,region,country
LFSR,RHE,Champagne,49.31,4.05,83.0,Europe/Paris,Reims – Champagne Air Base,Reims, Champagne-Ardenne, France
LFST,SXB,Entzheim,48.538319,7.628233,152.0,Europe/Paris,Strasbourg Airport,Strasbourg, Alsace, France
LFTH,TLN,Le Palyvestre,43.0973,6.1460300000000005,5.0,Europe/Paris,Toulon–Hyères Airport (Hyères Le Palyvestre Airport),Toulon / Hyères, Provence-Alpes-Côte d'Azur, France
LFTW,FNI,Garons,43.757444,4.416347,98.0,Europe/Paris,Nîmes–Alès–Camargue–Cévennes Airport (Garons Airport),Nîmes, Languedoc-Roussillon, France
LFVM,MQC,Miquelon,47.095472,-56.380278,3.0,America/Miquelon,Miquelon Airport,Miquelon,, Saint Pierre and Miquelon
LFVP,FSP,St Pierre,46.762904,-56.173088,7.0,America/Miquelon,Saint-Pierre Airport,Saint-Pierre,, Saint Pierre and Miquelon
LGAD,PYR,Andravida,37.920708000000005,21.292583,14.0,Europe/Athens,Andravida Air Base[1],Pyrgos,, Greece
LGAG,AGQ,Agrinion,38.602022,21.351208,13.0,Europe/Athens,Agrinion Airport,Agrinion,, Greece
LGAL,AXD,Dimokritos,40.855869,25.956264,5.0,Europe/Athens,Alexandroupoli Airport (Dimokritos Airport),Alexandroupoli,, Greece
LGBL,VOL,Nea Anchialos,39.219619,22.794339,7.0,Europe/Athens,Nea Anchialos National Airport,Volos,, Greece
LGHI,JKH,Chios,38.343175,26.140572,7.0,Europe/Athens,Chios Island National Airport,Chios,, Greece
LGIO,IOA,Ioannina,39.696388,20.8225,475.0,Europe/Athens,Ioannina National Airport,Ioannina,, Greece
LGIR,HER,Nikos Kazantzakis,35.339719,25.180297,16.0,Europe/Athens,Heraklion International Airport (Nikos Kazantzakis Airport),Heraklion,, Greece
LGKA,KSO,Aristotelis,40.446294,21.282186,656.0,Europe/Athens,Kastoria National Airport (Aristotelis Airport),Kastoria,, Greece
LGKC,KIT,Kithira,36.274258,23.016978,307.0,Europe/Athens,Kithira Island National Airport,Kythira,, Greece
LGKF,EFL,Kefallinia,38.120069,20.500481,20.0,Europe/Athens,Cephalonia International Airport,Cephalonia,, Greece
LGKL,KLX,Kalamata,37.068319,22.025525,7.0,Europe/Athens,Kalamata International Airport,Kalamata,, Greece
LGKO,KGS,Kos,36.793335,27.091667,110.0,Europe/Athens,Kos Island International Airport,Kos,, Greece
LGKP,AOK,Karpathos,35.421408,27.146008,10.0,Europe/Athens,Karpathos Island National Airport,Karpathos,, Greece
LGKR,CFU,Ioannis Kapodistrias Intl,39.601944,19.911667,5.0,Europe/Athens,Corfu International Airport (Ioannis Kapodistrias Int'l Airport),Corfu,, Greece
LGKS,KSJ,Kasos,35.421358000000005,26.910047,7.0,Europe/Athens,Kasos Island Public Airport,Kasos Island,, Greece
LGKV,KVA,Megas Alexandros Intl,40.913306,24.619223,9.0,Europe/Athens,Kavala International Airport (Alexander the Great Airport),Kavala,, Greece
LGKZ,KZI,Filippos,40.28611,21.840834,600.0,Europe/Athens,Kozani National Airport (Filippos Airport),Kozani,, Greece
LGLE,LRS,Leros,37.184903000000006,26.800289000000006,6.0,Europe/Athens,Leros Municipal Airport,Leros,, Greece
LGLM,LXS,Limnos,39.917072,25.236308,12.0,Europe/Athens,Lemnos International Airport,Lemnos (Limnos),, Greece
LGLR,LRA,Larisa,39.650253,22.4655,66.0,Europe/Athens,Larissa National Airport,Larissa,, Greece
LGMK,JMK,Mikonos,37.435128000000006,25.348103,109.0,Europe/Athens,Mykonos Island National Airport,Mykonos,, Greece
LGMT,MJT,Mitilini,39.056667,26.598333,7.0,Europe/Athens,Mytilene International Airport,Mytilene, Lesbos, Greece
LGPZ,PVK,Aktio,38.925467,20.765311,4.0,Europe/Athens,Aktion National Airport,Preveza / Lefkada,, Greece
LGRP,RHO,Rhodes Diagoras,36.405419,28.086192,4.0,Europe/Athens,Rhodes International Airport,Rhodes,, Greece
LGRX,GPA,Araxos,38.151111,21.425556,13.0,Europe/Athens,Araxos Airport,Patras,, Greece
LGSA,CHQ,Souda,35.531747,24.149678,129.0,Europe/Athens,"Chania International Airport (""Ioannis Daskalogiannis"")",Chania,, Greece
LGSK,JSI,Alexandros Papadiamantis,39.1771,23.503675,7.0,Europe/Athens,Skiathos Island National Airport,Skiathos,, Greece
LGSM,SMI,Samos,37.689999,26.911667,4.0,Europe/Athens,"Samos International Airport ""Aristarchos of Samos""",Samos,, Greece
EGMK,LYM,Ashford,51.083333,1.016667,103.0,Europe/London,,,,
LGSR,JTR,Santorini,36.399169,25.479333,16.0,Europe/Athens,Santorini (Thira) National Airport,Santorini (Thira),, Greece
LGST,JSH,Sitia,35.216108,26.101325,93.0,Europe/Athens,Sitia Public Airport,Sitia,, Greece
LGSY,SKU,Skiros,38.967553,24.487228,12.0,Europe/Athens,Skyros Island National Airport,Skyros,, Greece
LGTS,SKG,Makedonia,40.519725,22.97095,7.0,Europe/Athens,"Thessaloniki Airport ""Macedonia""",Thessaloniki,, Greece
LGZA,ZTH,Dionysios Solomos,37.750853,20.88425,11.0,Europe/Athens,Zakynthos International Airport (Dionysios SolomosAirport),Zakynthos,, Greece
LHBP,BUD,Ferihegy,47.436933,19.255592,145.0,Europe/Budapest,Budapest Ferenc Liszt International Airport,Budapest,, Hungary
LHDC,DEB,Debrecen,47.488917,21.615333,115.0,Europe/Budapest,Debrecen International Airport,Debrecen,, Hungary
LIBC,CRV,Crotone,38.997225,17.080169,146.0,Europe/Rome,Crotone Airport (Sant'Anna Airport),Crotone, Calabria, Italy
LIBD,BRI,Bari,41.138856,16.760594,37.0,Europe/Rome,Bari Karol Wojtyła Airport,Bari, Apulia, Italy
LIBF,FOG,Gino Lisa,41.432917,15.535028,87.0,Europe/Rome,"Foggia ""Gino Lisa"" Airport",Foggia, Apulia, Italy
LIBG,TAR,Grottaglie,40.517514,17.403212,42.0,Europe/Rome,Taranto-Grottaglie Airport,Taranto, Apulia, Italy
LIBN,LCC,Lecce,40.239228,18.133325,56.0,Europe/Rome,Galatina Air Base,Lecce, Apulia, Italy
LIBP,PSR,Pescara,42.431656,14.181067,10.0,Europe/Rome,Abruzzo Airport,Pescara, Abruzzo, Italy
LIBR,BDS,Casale,40.657633,17.947032999999994,11.0,Europe/Rome,Brindisi – Salento Airport,Brindisi, Apulia, Italy
LICA,SUF,Lamezia Terme,38.905394,16.242269,9.0,Europe/Rome,Lamezia Terme International Airport,Lamezia Terme, Calabria, Italy
LICC,CTA,Catania Fontanarossa,37.466781,15.0664,6.0,Europe/Rome,Catania–Fontanarossa Airport,Catania, Sicily, Italy
LICD,LMP,Lampedusa,35.497914,12.618083,11.0,Europe/Rome,Lampedusa Airport,Lampedusa, Sicily, Italy
LICG,PNL,Pantelleria,36.816519,11.968864,173.0,Europe/Rome,Pantelleria Airport[1],Pantelleria, Sicily, Italy
LICJ,PMO,Palermo,38.175958,13.091019,8.0,Europe/Rome,Falcone–Borsellino Airport (Punta Raisi Airport),Palermo, Sicily, Italy
LICR,REG,Reggio Calabria,38.071206,15.651556,15.0,Europe/Rome,Reggio di Calabria Airport,Reggio di Calabria, Calabria, Italy
LICT,TPS,Trapani Birgi,37.911403,12.487961,8.0,Europe/Rome,Vincenzo Florio Airport Trapani–Birgi,Trapani, Sicily, Italy
LICZ,NSY,Sigonella,37.401664,14.922358,16.0,Europe/Rome,Naval Air Station Sigonella,Catania, Sicily, Italy
LIEA,AHO,Alghero,40.632133,8.290772,20.0,Europe/Rome,Alghero-Fertilia Airport,Alghero, Sardinia, Italy
LIED,DCI,Decimomannu,39.354222,8.972481,19.0,Europe/Rome,Decimomannu Air Base,Decimomannu, Sardinia, Italy
LIEE,CAG,Elmas,39.251469,9.054283,9.0,Europe/Rome,Cagliari Elmas Airport,Cagliari, Sardinia, Italy
LIEO,OLB,Olbia Costa Smeralda,40.898661,9.517628,6.0,Europe/Rome,Olbia Costa Smeralda Airport,Olbia, Sardinia, Italy
LIET,TTB,Tortoli,39.918761,9.682981,6.0,Europe/Rome,Tortolì Airport (Arbatax Airport),Tortolì, Sardinia, Italy
LIMC,MXP,Malpensa,45.630606,8.728111,194.0,Europe/Rome,Milan–Malpensa Airport,Milan, Lombardy, Italy
LIME,BGY,Bergamo Orio Al Serio,45.673889,9.704166,236.0,Europe/Rome,Il Caravaggio International Airport (Orio al Serio Airport),Milan / Bergamo, Lombardy, Italy
LIMF,TRN,Torino,45.200761,7.6496309999999985,267.0,Europe/Rome,Turin Airport (Caselle Airport),Turin, Piedmont, Italy
LIMG,ALL,Albenga,44.050608,8.127428,32.0,Europe/Rome,Albenga Airport,Albenga, Liguria, Italy
LIMJ,GOA,Genova Sestri,44.413333,8.8375,10.0,Europe/Rome,Genoa Cristoforo Colombo Airport,Genoa, Liguria, Italy
LIML,LIN,Linate,45.445103,9.276739,90.0,Europe/Rome,Linate Airport,Milan, Lombardy, Italy
LIMP,PMF,Parma,44.824483,10.296367,35.0,Europe/Rome,Parma Airport (Giuseppe Verdi Airport),Parma, Emilia-Romagna, Italy
LIMS,QPZ,Piacenza,44.913055,9.723333,122.0,Europe/Rome,,,,
LIMZ,CUF,Levaldigi,44.547019,7.623216999999999,383.0,Europe/Rome,Cuneo International Airport,Cuneo, Piedmont, Italy
LIPA,AVB,Aviano Ab,46.031889,12.596472,99.0,Europe/Rome,Aviano Air Base,Aviano, Pordenone, Italy
LIPB,BZO,Bolzano,46.460194,11.326383,229.0,Europe/Rome,Bolzano Airport,Bolzano, Trentino-Alto Adige/Südtirol, Italy
LIPE,BLQ,Bologna,44.535444,11.288667,25.0,Europe/Rome,Bologna Guglielmo Marconi Airport,Bologna, Emilia-Romagna, Italy
LIPH,TSF,Treviso,45.6484,12.194422,9.0,Europe/Rome,Treviso-Sant'Angelo Airport,Treviso / Venice, Veneto, Italy
LIPK,FRL,Forli,44.194753000000006,12.070094,18.0,Europe/Rome,Forlì International Airport (Luigi Ridolfi Airport),Forlì, Emilia-Romagna, Italy
LIPO,VBS,Montichiari,45.428889,10.330556,91.0,Europe/Rome,Brescia Airport (Gabriele D'Annunzio Airport),Brescia, Lombardy, Italy
LIPQ,TRS,Ronchi Dei Legionari,45.8275,13.472222,8.0,Europe/Rome,Trieste – Friuli Venezia Giulia Airport (Ronchi dei Legionari Airport),Trieste, Friuli-Venezia Giulia, Italy
LIPR,RMI,Rimini,44.020292,12.611747,10.0,Europe/Rome,Federico Fellini International Airport,Rimini, Emilia-Romagna, Italy
LIPT,VIC,Vicenza,45.573411,11.52955,17.0,Europe/Rome,Vicenza Airport,Vicenza, Veneto, Italy
LIPU,QPA,Padova,45.395767,11.847903,22.0,Europe/Rome,,,,
LIPX,VRN,Villafranca,45.395706,10.888533,75.0,Europe/Rome,Verona Villafranca Airport,Verona, Veneto, Italy
LIPZ,VCE,Venezia Tessera,45.505278,12.351944,9.0,Europe/Rome,Venice Marco Polo Airport,Venice, Veneto, Italy
LIQS,SAY,Ampugnano,43.256286,11.255036,144.0,Europe/Rome,Siena–Ampugnano Airport,Siena, Tuscany, Italy
LIRA,CIA,Ciampino,41.799361,12.594936,112.0,Europe/Rome,Ciampino–G. B. Pastine International Airport,Rome, Lazio, Italy
LIRF,FCO,Fiumicino,41.804475,12.250797,8.0,Europe/Rome,Leonardo da Vinci–Fiumicino Airport,Rome, Lazio, Italy
LIRJ,EBA,Marina Di Campo,42.760277,10.239445,12.0,Europe/Rome,Marina di Campo Airport,Elba Island, Tuscany, Italy
LIRL,QLT,Latina,41.542436,12.909019,13.0,Europe/Rome,,,,
LIRN,NAP,Capodichino,40.886033000000005,14.290781,75.0,Europe/Rome,Naples International Airport,Naples, Campania, Italy
LIRP,PSA,Pisa,43.683917,10.39275,12.0,Europe/Rome,Pisa International Airport (Galileo Galilei Airport),Pisa, Tuscany, Italy
LIRS,GRS,Grosseto,42.759747,11.071897,11.0,Europe/Rome,Grosseto Airport,Grosseto, Tuscany, Italy
LIRZ,PEG,Perugia,43.095906,12.513222,187.0,Europe/Rome,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia, Umbria, Italy
LJLJ,LJU,Ljubljana,46.223686,14.457610999999998,364.0,Europe/Ljubljana,Ljubljana Jože Pučnik Airport (Brnik Airport),Ljubljana,, Slovenia
LJMB,MBX,Maribor,46.479861,15.686131,253.0,Europe/Ljubljana,Maribor Edvard Rusjan Airport,Maribor,, Slovenia
LJPZ,POW,Portoroz,45.473353,13.614978,9.0,Europe/Ljubljana,Portorož Airport,Portorož,, Slovenia
LKKV,KLV,Karlovy Vary,50.202978,12.914983,593.0,Europe/Prague,Karlovy Vary Airport,Karlovy Vary,, Czech Republic
LKMT,OSR,Mosnov,49.696292,18.111053,261.0,Europe/Prague,Leoš Janáček Airport Ostrava,Ostrava,, Czech Republic
LKPD,PED,Pardubice,50.013419,15.738647,220.0,Europe/Prague,Pardubice Airport,Pardubice,, Czech Republic
LKPO,PRV,Prerov,49.425833,17.404722,189.0,Europe/Prague,Přerov Airport[1],Přerov,, Czech Republic
LKPR,PRG,Ruzyne,50.100833,14.26,354.0,Europe/Prague,Václav Havel Airport Prague,Prague,, Czech Republic
LKTB,BRQ,Turany,49.151269,16.694433,223.0,Europe/Prague,Brno–Tuřany Airport,Brno,, Czech Republic
LLBG,TLV,Ben Gurion,32.011389,34.886667,26.0,Asia/Jerusalem,Ben Gurion Airport,Tel Aviv,, Israel
LLBS,BEV,Teyman,31.287003,34.722953000000004,176.0,Asia/Jerusalem,Beersheba Airport,Beersheba,, Israel
LLET,ETH,Eilat,29.561281,34.960081,10.0,Asia/Jerusalem,J. Hozman Airport,Eilat,, Israel
LLHA,HFA,Haifa,32.809444,35.043056,6.0,Asia/Jerusalem,Haifa Airport (Uri Michaeli Airport),Haifa,, Israel
LLIB,RPN,Mahanaim I Ben Yaakov,32.981047,35.571908,261.0,Asia/Jerusalem,Rosh Pina Airport,Rosh Pinna,, Israel
LLOV,VDA,Ovda,29.94025,34.93585,437.0,Asia/Jerusalem,Ovda Airport,Ovda (Uvda),, Israel
LLSD,SDV,Sde Dov,32.114661,34.782239000000004,32.0,Asia/Jerusalem,Sde Dov Airport,Tel Aviv,, Israel
LMML,MLA,Luqa,35.857496999999995,14.4775,65.0,Europe/Malta,Malta International Airport (Luqa Airport),Luqa,, Malta
LOWG,GRZ,Graz,46.991067,15.439628,326.0,Europe/Vienna,Graz Airport,Graz,, Austria
LOWI,INN,Innsbruck,47.260219,11.343964,577.0,Europe/Vienna,Innsbruck Airport (Kranebitten Airport),Innsbruck,, Austria
LOWL,LNZ,Linz,48.233219,14.187511,287.0,Europe/Vienna,Linz Airport (Blue Danube Airport),Linz,, Austria
LOWS,SZG,Salzburg,47.793304,13.004333,420.0,Europe/Vienna,Salzburg Airport,Salzburg,, Austria
LOWW,VIE,Schwechat,48.110278,16.569722,177.0,Europe/Vienna,Vienna International Airport,Vienna,, Austria
LPAZ,SMA,Santa Maria,36.97139,-25.170639,106.0,Atlantic/Azores,Santa Maria Airport,Santa Maria Island, Azores, Portugal
LPBG,BGC,Braganca,41.8578,-6.707125,679.0,Europe/Lisbon,Bragança Airport,Bragança,, Portugal
LPFL,FLW,Flores,39.455272,-31.131361,13.0,Atlantic/Azores,Flores Airport,Flores Island, Azores, Portugal
LPFR,FAO,Faro,37.014425,-7.965911,9.0,Europe/Lisbon,Faro Airport,Faro,, Portugal
LPGR,GRW,Graciosa,39.092169,-28.029847,19.0,Atlantic/Azores,Graciosa Airport,Graciosa, Azores, Portugal
LPHR,HOR,Horta,38.519894,-28.715872,23.0,Atlantic/Azores,Horta Airport,Horta, Azores, Portugal
LPLA,TER,Lajes,38.761842,-27.090797,60.0,Atlantic/Azores,Lajes Airport,Terceira Island, Azores, Portugal
LPPD,PDL,Ponta Delgada,37.741184,-25.69787,66.0,Atlantic/Azores,João Paulo II Airport,Ponta Delgada, Azores, Portugal
LPPI,PIX,Pico,38.554333,-28.441333,34.0,Atlantic/Azores,Pico Airport,Pico Island, Azores, Portugal
LPPR,OPO,Porto,41.248055,-8.681389,23.0,Europe/Lisbon,Francisco de Sá Carneiro Airport,Porto,, Portugal
LPPS,PXO,Porto Santo,33.073386,-16.349975,89.0,Atlantic/Madeira,Porto Santo Airport,Porto Santo Island, Madeira, Portugal
LPPT,LIS,Lisboa,38.781311,-9.135919,120.0,Europe/Lisbon,Lisbon Portela Airport,Lisbon,, Portugal
LPSJ,SJZ,Sao Jorge,38.6655,-28.175817,94.0,Atlantic/Azores,São Jorge Airport,São Jorge Island, Azores, Portugal
LPVR,VRL,Vila Real,41.274334,-7.720472,559.0,Europe/Lisbon,Vila Real Airport,Vila Real,, Portugal
KPDT,PDT,Eastern Oregon Regional Airport,45.695,-118.841389,447.0,America/Los_Angeles,Eastern Oregon Regional Airport,Pendleton, Oregon, United States
LQMO,OMO,Mostar,43.2829,17.845878,29.0,Europe/Sarajevo,Mostar Airport,Mostar,, Bosnia and Herzegovina
LQSA,SJJ,Sarajevo,43.824583,18.331467,506.0,Europe/Sarajevo,Sarajevo International Airport,Sarajevo,, Bosnia and Herzegovina
LRAR,ARW,Arad,46.17655,21.262022,108.0,Europe/Bucharest,Arad International Airport,Arad,, Romania
LRBC,BCM,Bacau,46.521946,26.910278,171.0,Europe/Bucharest,Bacău International Airport,Bacău,, Romania
LRBM,BAY,Tautii Magheraus,47.658389,23.470022,188.0,Europe/Bucharest,Baia Mare Airport,Baia Mare,, Romania
LRBS,BBU,Aurel Vlaicu,44.503194,26.102111,91.0,Europe/Bucharest,Aurel Vlaicu International Airport (Băneasa Airport),Bucharest,, Romania
LRCK,CND,Mihail Kogalniceanu,44.362222,28.488333,80.0,Europe/Bucharest,Mihail Kogălniceanu International Airport,Constanța,, Romania
LRCL,CLJ,Cluj Napoca,46.785167,23.686167,315.0,Europe/Bucharest,Cluj-Napoca International Airport,Cluj-Napoca,, Romania
LRCS,CSB,Caransebes,45.42,22.253333,247.0,Europe/Bucharest,Caransebeș Airport,Caransebeș,, Romania
LRCV,CRA,Craiova,44.318139,23.888611,186.0,Europe/Bucharest,Craiova International Airport,Craiova,, Romania
LRIA,IAS,Iasi,47.178492,27.620631,108.0,Europe/Bucharest,Iași International Airport,Iași,, Romania
LROD,OMR,Oradea,47.025278,21.9025,134.0,Europe/Bucharest,Oradea International Airport,Oradea,, Romania
LROP,OTP,Henri Coanda,44.572161,26.102178,92.0,Europe/Bucharest,Henri Coandă International Airport,Bucharest,, Romania
LRSB,SBZ,Sibiu,45.785597,24.091342,435.0,Europe/Bucharest,Sibiu International Airport,Sibiu,, Romania
LRSM,SUJ,Satu Mare,47.703275,22.8857,114.0,Europe/Bucharest,Satu Mare International Airport,Satu Mare,, Romania
LRSV,SCV,Stefan Cel Mare,47.6875,26.354056,405.0,Europe/Bucharest,Suceava International Airport (Ștefan cel Mare Int'l),Suceava,, Romania
LRTC,TCE,Cataloi,45.062486,28.714311,53.0,Europe/Bucharest,Tulcea Danube Delta Airport[1],Tulcea,, Romania
LRTM,TGM,Transilvania Targu Mures,46.467714,24.412525,293.0,Europe/Bucharest,Târgu Mureș International Airport,Târgu Mureș,, Romania
LRTR,TSR,Traian Vuia,45.809861,21.337861,105.0,Europe/Bucharest,Timișoara Traian Vuia International Airport,Timișoara,, Romania
LSGG,GVA,Geneve Cointrin,46.238064,6.10895,414.0,Europe/Zurich,Geneva Airport,Geneva,, Switzerland
LSGS,SIR,Sion,46.219592,7.326764,478.0,Europe/Zurich,Sion Airport,Sion,, Switzerland
LSZA,LUG,Lugano,46.004275,8.910578,272.0,Europe/Zurich,Lugano Airport,Lugano,, Switzerland
LSZB,BRN,Bern Belp,46.9141,7.497153,493.0,Europe/Zurich,Bern Airport,Bern,, Switzerland
LSZH,ZRH,Zurich,47.464722,8.549167,418.0,Europe/Zurich,Zurich Airport,Zürich,, Switzerland
LSZR,ACH,St Gallen Altenrhein,47.485033,9.560775,388.0,Europe/Zurich,St. Gallen–Altenrhein Airport,Altenrhein,, Switzerland
LSZS,SMV,Samedan,46.534075,9.884106,1700.0,Europe/Zurich,Samedan Airport (Engadin Airport),St. Moritz,, Switzerland
LTAC,ESB,Esenboga,40.128082,32.995083,956.0,Europe/Istanbul,Esenboğa International Airport,Ankara,, Turkey
LTAD,ANK,Etimesgut,39.949831,32.688621999999995,803.0,Europe/Istanbul,Etimesgut Air Base,Ankara,, Turkey
LTAF,ADA,Adana,36.982166,35.280388,14.0,Europe/Istanbul,Adana Şakirpaşa Airport,Adana,, Turkey
LTAH,AFY,Afyon,38.726425,30.60111400000001,992.0,Europe/Istanbul,Afyon Airport,Afyon,, Turkey
LTAI,AYT,Antalya,36.898731,30.800461,55.0,Europe/Istanbul,Antalya Airport,Antalya,, Turkey
LTAJ,GZT,Oguzeli,36.947183,37.478683,678.0,Europe/Istanbul,Gaziantep Oğuzeli International Airport,Gaziantep,, Turkey
LTAN,KYA,Konya,37.979,32.561861,1005.0,Europe/Istanbul,Konya Airport,Konya,, Turkey
LTAP,MZH,Merzifon,40.829375,35.521992,533.0,Europe/Istanbul,Amasya Merzifon Airport,Amasya,, Turkey
LTAR,VAS,Sivas,39.813828,36.903497,1574.0,Europe/Istanbul,Sivas Airport,Sivas,, Turkey
LTAT,MLX,Erhac,38.435347,38.091006,860.0,Europe/Istanbul,Malatya Erhaç Airport,Malatya,, Turkey
LTAU,ASR,Erkilet,38.770386,35.49542800000001,1043.0,Europe/Istanbul,Erkilet International Airport,Kayseri,, Turkey
LTAY,DNZ,Cardak,37.785567,29.701297,845.0,Europe/Istanbul,Denizli Çardak Airport,Denizli,, Turkey
LTBA,IST,Ataturk,40.976922,28.814606,33.0,Europe/Istanbul,Istanbul Atatürk Airport,Istanbul,, Turkey
LTBF,BZI,Balikesir,39.619258,27.925958,69.0,Europe/Istanbul,Balıkesir Airport (Merkez Airport),Balıkesir,, Turkey
LTBG,BDM,Bandirma,40.317972,27.977694,35.0,Europe/Istanbul,Bandırma Airport,Bandırma,, Turkey
LTBI,ESK,Eskisehir,39.784138,30.582111,783.0,Europe/Istanbul,Eskişehir Airport,Eskişehir,, Turkey
LTBJ,ADB,Adnan Menderes,38.292392,27.156953,104.0,Europe/Istanbul,Adnan Menderes Airport,İzmir,, Turkey
LTBL,IGL,Cigli,38.513022,27.010053000000006,6.0,Europe/Istanbul,Çiğli Air Base,İzmir,, Turkey
LTBS,DLM,Dalaman,36.713056,28.7925,13.0,Europe/Istanbul,Dalaman Airport,Dalaman,, Turkey
KRIW,RIW,Riverton Regional,43.064167,-108.459722,1665.0,America/Denver,Central Wyoming Regional Airport,Riverton, Wyoming, United States
LTBV,BXN,Imsik,37.140144,27.669717,43.0,Europe/Istanbul,Bodrum-Imsik Airport,Bodrum,, Turkey
LTCA,EZS,Elazig,38.606925,39.291417,880.0,Europe/Istanbul,Elazığ Airport,Elazığ,, Turkey
LTCC,DIY,Diyarbakir,37.893897,40.201019,684.0,Europe/Istanbul,Diyarbakır Airport,Diyarbakır,, Turkey
LTCD,ERC,Erzincan,39.710203,39.527003,1139.0,Europe/Istanbul,Erzincan Airport,Erzincan,, Turkey
LTCE,ERZ,Erzurum,39.956501,41.170166,1758.0,Europe/Istanbul,Erzurum Airport,Erzurum,, Turkey
LTCG,TZX,Trabzon,40.995108,39.789728,22.0,Europe/Istanbul,Trabzon Airport,Trabzon,, Turkey
KMTJ,MTJ,Montrose Regional Airport,38.509794,-107.894242,1745.0,America/Denver,Montrose Regional Airport,Montrose, Colorado, United States
LTCI,VAN,Van,38.468219,43.3323,1655.0,Europe/Istanbul,Van Ferit Melen Airport,Van,, Turkey
LTCJ,BAL,Batman,37.928969,41.116583,559.0,Europe/Istanbul,Batman Airport,Batman,, Turkey
LUKK,KIV,Chisinau Intl,46.927744,28.930978000000003,100.0,Europe/Chisinau,Chișinău International Airport,Chișinău,, Moldova
LWOH,OHD,Ohrid,41.179956,20.742325,695.0,Europe/Skopje,"Ohrid ""St. Paul the Apostle"" Airport",Ohrid,, North Macedonia
LWSK,SKP,Skopje,41.961622,21.621381,231.0,Europe/Skopje,"Skopje ""Alexander the Great"" Airport",Skopje,, North Macedonia
LXGB,GIB,Gibraltar,36.151219,-5.349664,6.0,Europe/Gibraltar,Gibraltar International Airport (North Front Airport),British Overseas Territory of Gibraltar,,
LYBE,BEG,Beograd,44.818444,20.309139,85.0,Europe/Belgrade,Belgrade Nikola Tesla Airport,Belgrade,, Serbia
LYNI,INI,Nis,43.337289,21.853722,189.0,Europe/Belgrade,Niš Constantine the Great Airport,Niš,, Serbia
LYPG,TGD,Podgorica,42.359392,19.251894,23.0,Europe/Podgorica,Podgorica Airport,Podgorica,, Montenegro
LYPR,PRN,Pristina,42.572778,21.035833,529.0,Europe/Belgrade,,,,
LYTV,TIV,Tivat,42.404664,18.723286,8.0,Europe/Podgorica,Tivat Airport,Tivat,, Montenegro
LZIB,BTS,M R Stefanik,48.170167,17.212667,125.0,Europe/Bratislava,M. R. Štefánik Airport,Bratislava,, Slovakia
LZKZ,KSC,Kosice,48.663055,21.241112,215.0,Europe/Bratislava,Košice International Airport,Košice,, Slovakia
LZPP,PZY,Piestany,48.625247,17.828444,165.0,Europe/Bratislava,Piešťany Airport,Piešťany,, Slovakia
LZSL,SLD,Sliac,48.637839,19.134108,292.0,Europe/Bratislava,Sliač Airport,Sliač,, Slovakia
LZTT,TAT,Tatry,49.073594,20.241142,700.0,Europe/Bratislava,Poprad–Tatry Airport,Poprad,, Slovakia
MBNC,NCA,North Caicos,21.917475,-71.939561,12.0,America/Grand_Turk,North Caicos Airport,North Caicos,, British Overseas Territory of Turks and Caicos Islands
MBPV,PLS,Providenciales,21.773625,-72.265886,3.0,America/Grand_Turk,Providenciales International Airport,Providenciales,, British Overseas Territory of Turks and Caicos Islands
MBSC,XSC,South Caicos,21.515739,-71.52852800000002,9.0,America/Grand_Turk,South Caicos Airport,South Caicos,, British Overseas Territory of Turks and Caicos Islands
