IPSL-CM5A-LR	581.5885833	1.094579
IPSL-CM6A-LR-p1	337.7585694	0.622688
IPSL-CM6A-LR-p2	469.2587539	0.849311
ACCESS-ESM1.5	167.2945447	0.357321
CESM2	525.5487826	0.908994
MIROC-ES2L	374.8459633	0.982616
MPI-ESM1.2-LR	280.5850549	0.711702
UKESM1-0-LL	377.3793368	0.79803
CNRM-ESM2-1	548.0877762	1.319464
CanESM5	546.9787049	1.254878
avg-Ncycle	345.1307365	0.751733
avg-dwnrg	475.5209511	1.011585
avg-IPSL	403.5086617	0.736
